scenario,old_profit,new_profit,old_fulfillment,new_fulfillment,old_defaults,new_defaults,old_backlog,new_backlog,old_edge_hits,new_edge_hits
baseline,3586.116144410486,3716.367127896827,0.972287804461731,0.9933925624690858,8,2,0.02392539628137806,0.5230569286120242,8,1
price_war,3745.4519875440105,3597.08766387086,0.9844350982368029,0.9977642090874045,3,0,0.8664716109803439,0.0,6,1
supply_shock,3474.8781648281038,4237.7842281408675,0.7927682053093047,0.9530285045487294,14,7,40.96223439179247,10.924170830821264,7,1
high_volatility,3461.818006482715,3706.563878479929,0.9766767010847772,0.9888444594764009,10,4,2.4002103616070842,1.318257962009362,7,1
no_reputation,3679.0912486051084,3532.8152979803326,0.9853933628677741,0.9886391755317563,5,4,1.63775113895733,3.2322768691033517,7,1
no_transfer,3544.4744796448617,3558.803864717758,0.9734224685540467,0.9792129784059016,9,8,3.5226755297733012,3.0195447126202626,6,1
