scenario,profit,fulfillment,mean_price,mae,transfer,reallocated,defaults,dumps,final_backlog,price_pressure_cost,fallback_updates,edge_hits
baseline,3741.2974903620357,0.9924333719593056,5.85,27.88888888888889,37.921813623569825,195.90584434753734,2,0,0.9550411101515602,0.0,0,1
price_war,3507.4127680003326,0.9928469292930081,5.838888888888889,27.27777777777778,12.79185826027361,81.88324760316017,1,0,0.0,227.50200000000004,0,1
supply_shock,4023.4651229578053,0.8759981962944533,5.872222222222223,104.69444444444444,41.169922365584526,171.12754626635555,9,0,24.727896762853035,0.0,0,1
high_volatility,3618.767688802367,0.9926624427702404,5.838888888888889,39.861111111111114,43.290737609536365,174.95649618116698,2,0,1.0622471925924328,0.0,0,1
no_reputation,3731.647076046949,0.9929854212077756,5.816666666666666,28.0,44.3003841559849,158.82693728579153,2,0,0.375661900810413,0.0,0,1
no_transfer,3490.0932445112785,0.982391908921669,5.8277777777777775,27.36111111111111,0.0,83.75618474657082,8,0,2.2665983681872657,0.0,0,1
